,pca,tsne,_step,_wandb,_runtime,_timestamp,max_accuracy,knn,lr,k_wl,seed,tags,model,k_fold,dataset,batch_size,gnn_kwargs,max_epochs,mlp_kwargs,num_repition,wl_convergence,encoding_kwargs,transformer_kwargs,Tags,name,run_id,num_epochs,val_accuracy,test_accuracy,num_epochs_std,val_accuracy_std,test_accuracy_std,train_accuracy,train_accuracy_std,jk,act,norm,device,dropout,act_first,num_layers,hidden_channels,embedding_dim,Shannon Diversity,1-WL Accuracy,dataset_names,wl_max_iterations,model_type
334,,,0.0,{'runtime': 1650},1651.1817450523376,1686220110.344543,,,0.08655372971666518,,42.0,sweep_gnn:basic_pool,GIN:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.03533765582767439, 'act_first': False, 'num_layers': 5, 'hidden_channels': 16}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.11310903345992462, 'num_layers': 2}",5.0,False,,,sweep_gnn:basic_pool,GIN:Max: 08.06.2023 12:00:58,woy6t7pv,105.58000183105467,71.4444351196289,67.45999908447266,2.356839895248413,7.520024299621582,8.177145957946777,69.88394927978516,7.17855978012085,cat,relu,batch_norm,cpu,0.11310903345992462,False,2.0,16.0,,,,,,GNN
335,,,0.0,{'runtime': 2690},2691.2679300308228,1686219475.776248,,,0.02577187234875168,,42.0,sweep_gnn:basic_pool,GCN:Mean,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.08253242410301598, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.07052772565764386, 'num_layers': 2}",5.0,False,,,sweep_gnn:basic_pool,GCN:Mean: 08.06.2023 11:33:02,a51rn04i,94.0999984741211,76.33332824707031,71.41999816894531,2.9294424057006836,3.649067878723145,5.002407550811768,74.47901153564453,2.455244779586792,cat,relu,batch_norm,cpu,0.07052772565764386,False,2.0,32.0,,,,,,GNN
336,,,0.0,{'runtime': 3445},3445.989609003067,1686218445.231331,,,0.0048240592558118035,,42.0,sweep_gnn:basic_pool,GAT:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.1874754473471473, 'act_first': False, 'num_layers': 5, 'hidden_channels': 64}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.10485588393130772, 'num_layers': 4}",5.0,False,,,sweep_gnn:basic_pool,GAT:Max: 08.06.2023 11:03:18,cfkcxmy0,84.19999694824219,75.75555419921875,70.72000122070312,4.558015823364258,3.416867256164551,4.806628227233887,73.79012298583984,2.362426996231079,cat,relu,batch_norm,cpu,0.10485588393130772,False,4.0,64.0,,,,,,GNN
337,,,0.0,{'runtime': 2743},2743.9632148742676,1686216765.74261,,,0.02427303097666907,,42.0,sweep_gnn:basic_pool,GCN:Mean,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.15669328869467022, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.10515215139145064, 'num_layers': 2}",5.0,False,,,sweep_gnn:basic_pool,GCN:Mean: 08.06.2023 10:47:00,k4c4e564,94.68000030517578,76.19998931884766,72.36000061035156,2.94465970993042,3.456455707550049,3.905830383300781,74.14814758300781,2.7783238887786865,cat,relu,batch_norm,cpu,0.10515215139145064,False,2.0,32.0,,,,,,GNN
338,,,0.0,{'runtime': 1771},1772.0515429973602,1686214987.958486,,,0.05752228536304053,,42.0,sweep_gnn:basic_pool,GCN:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.15492623559724727, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.053748222498612885, 'num_layers': 5}",5.0,False,,,sweep_gnn:basic_pool,GCN:Max: 08.06.2023 10:33:34,nsvnkaa4,100.12000274658205,74.26667022705078,69.08000183105469,3.147010326385498,3.7249879837036137,5.244394302368164,70.6864242553711,2.44993257522583,cat,relu,batch_norm,cpu,0.053748222498612885,False,5.0,32.0,,,,,,GNN
339,,,0.0,{'runtime': 1609},1610.3136532306671,1686213200.4880052,,,0.040420331884749285,,42.0,sweep_gnn:basic_pool,GIN:Sum,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.09000021925927518, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.16101232004511912, 'num_layers': 2}",5.0,False,,,sweep_gnn:basic_pool,GIN:Sum: 08.06.2023 10:06:29,vwce1c9e,100.22000122070312,70.82221984863281,67.5999984741211,2.742633819580078,7.736560821533203,8.424939155578613,70.04197692871094,7.246622085571289,cat,relu,batch_norm,cpu,0.16101232004511912,False,2.0,32.0,,,,,,GNN
340,,,0.0,{'runtime': 2595},2596.248160123825,1686214001.447123,,,0.008132977966730924,,42.0,sweep_gnn:basic_pool,GCN:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.016224267073782616, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.021054939881793147, 'num_layers': 5}",5.0,False,,,sweep_gnn:basic_pool,GCN:Max: 08.06.2023 10:03:23,hlnzvgj2,82.33999633789062,76.31111145019531,70.9800033569336,2.503956079483032,3.2795352935791016,5.203962326049805,73.78024291992188,2.9340455532073975,cat,relu,batch_norm,cpu,0.021054939881793147,False,5.0,32.0,,,,,,GNN
341,,,0.0,{'runtime': 1423},1423.8366158008575,1686211576.0892348,,,0.029858804676881547,,42.0,sweep_gnn:basic_pool,GCN:Mean,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.19820011594233408, 'act_first': False, 'num_layers': 5, 'hidden_channels': 16}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.03284471067721511, 'num_layers': 3}",5.0,False,,,sweep_gnn:basic_pool,GCN:Mean: 08.06.2023 09:42:31,jnfyyf7s,94.9000015258789,76.8888931274414,72.45999908447266,3.4831957817077637,3.729314088821411,3.8556082248687744,74.67654418945312,2.1164960861206055,cat,relu,batch_norm,cpu,0.03284471067721511,False,3.0,16.0,,,,,,GNN
342,,,0.0,{'runtime': 12288},12289.622195005417,1686221957.740416,,,0.08154587996168265,,42.0,sweep_gnn:basic_pool,GAT:Sum,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.12267356918093802, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.17483158009443597, 'num_layers': 4}",5.0,False,,,sweep_gnn:basic_pool,GAT:Sum: 08.06.2023 09:34:26,f2t5gm9h,105.91999816894533,54.111114501953125,50.97999954223633,3.225156307220459,7.66602611541748,5.392701148986816,51.74567794799805,3.9425790309906006,cat,relu,batch_norm,cpu,0.17483158009443597,False,4.0,128.0,,,,,,GNN
343,,,0.0,{'runtime': 1219},1219.5647549629211,1686210140.184318,,,0.003432727035895163,,42.0,sweep_gnn:basic_pool,GIN:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.015969488010751775, 'act_first': False, 'num_layers': 5, 'hidden_channels': 16}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.03767162801834517, 'num_layers': 5}",5.0,False,,,sweep_gnn:basic_pool,GIN:Max: 08.06.2023 09:21:59,57i6l5pv,75.04000091552734,75.71110534667969,70.69999694824219,2.0097720623016357,3.441260576248169,5.249878406524658,74.5308609008789,3.42471981048584,cat,relu,batch_norm,cpu,0.03767162801834517,False,5.0,16.0,,,,,,GNN
344,,,0.0,{'runtime': 2716},2717.4953620433807,1686211385.818851,,,0.016814503676583124,,42.0,sweep_gnn:basic_pool,GCN:Sum,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.11837949733828744, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.18573635200552976, 'num_layers': 2}",5.0,False,,,sweep_gnn:basic_pool,GCN:Sum: 08.06.2023 09:17:46,c6hylig5,95.27999877929688,76.68888854980469,71.13999938964844,4.558195114135742,3.5880744457244873,4.285761833190918,74.58271789550781,2.703265905380249,cat,relu,batch_norm,cpu,0.18573635200552976,False,2.0,32.0,,,,,,GNN
345,,,0.0,{'runtime': 1999},2000.1319980621336,1686208908.658536,,,0.020938348010244665,,42.0,sweep_gnn:basic_pool,GCN:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.03310984457253668, 'act_first': False, 'num_layers': 5, 'hidden_channels': 64}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.18396085001601084, 'num_layers': 5}",5.0,False,,,sweep_gnn:basic_pool,GCN:Max: 08.06.2023 08:48:27,76sq6zax,93.86000061035156,74.93334197998047,69.76000213623047,3.1233811378479004,4.2304487228393555,4.387179851531982,71.9456787109375,2.460625171661377,cat,relu,batch_norm,cpu,0.18396085001601084,False,5.0,64.0,,,,,,GNN
346,,,0.0,{'runtime': 4286},4286.784393072128,1686209645.1239412,,,0.041224541480119795,,42.0,sweep_gnn:basic_pool,GAT:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.17317197767619444, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.031245073940132564, 'num_layers': 3}",5.0,False,,,sweep_gnn:basic_pool,GAT:Max: 08.06.2023 08:22:36,7jnxi64b,102.33999633789062,69.5111083984375,65.58000183105469,3.684551239013672,4.318861484527588,5.376023769378662,67.4024658203125,3.5650503635406494,cat,relu,batch_norm,cpu,0.031245073940132564,False,3.0,32.0,,,,,,GNN
347,,,0.0,{'runtime': 1865},1866.1223821640017,1686206895.597099,,,0.08659586211695586,,42.0,sweep_gnn:basic_pool,GCN:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.08359613187353054, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.10563227690827127, 'num_layers': 5}",5.0,False,,,sweep_gnn:basic_pool,GCN:Max: 08.06.2023 08:17:06,muunr7qi,105.9800033569336,72.24444580078125,68.69999694824219,3.22926664352417,6.402514457702637,6.58151388168335,70.11357879638672,4.442752838134766,cat,relu,batch_norm,cpu,0.10563227690827127,False,5.0,32.0,,,,,,GNN
348,,,0.0,{'runtime': 3545},3546.794627904892,1686207173.087059,,,0.05696959292252988,,42.0,sweep_gnn:basic_pool,GAT:Mean,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.09775920765015418, 'act_first': False, 'num_layers': 5, 'hidden_channels': 64}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.06725327584128564, 'num_layers': 4}",5.0,False,,,sweep_gnn:basic_pool,GAT:Mean: 08.06.2023 07:53:45,jnozl59w,101.73999786376952,61.44444274902344,56.47999954223633,4.494032382965088,8.30645751953125,7.637822151184082,58.15061950683594,6.714852809906006,cat,relu,batch_norm,cpu,0.06725327584128564,False,4.0,64.0,,,,,,GNN
349,,,0.0,{'runtime': 895},896.2885389328003,1686203613.802182,,,0.050196784631584765,,42.0,sweep_gnn:basic_pool,GCN:Mean,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.02407123861889218, 'act_first': False, 'num_layers': 5, 'hidden_channels': 16}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.03402211419075414, 'num_layers': 3}",5.0,False,,,sweep_gnn:basic_pool,GCN:Mean: 08.06.2023 07:38:36,pqbbcv6x,100.33999633789062,76.02222442626953,71.04000091552734,2.9319493770599365,3.4927124977111816,4.4582414627075195,73.55308532714844,2.557537078857422,cat,relu,batch_norm,cpu,0.03402211419075414,False,3.0,16.0,,,,,,GNN
350,,,0.0,{'runtime': 2760},2761.1035299301147,1686205011.8955688,,,0.023674789980905095,,42.0,sweep_gnn:basic_pool,GAT:Sum,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.008892340177030134, 'act_first': False, 'num_layers': 5, 'hidden_channels': 16}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1876182148519612, 'num_layers': 5}",5.0,False,,,sweep_gnn:basic_pool,GAT:Sum: 08.06.2023 07:30:49,m4votghc,94.76000213623048,74.46666717529297,70.12000274658203,3.739256620407105,3.8259565830230713,4.410747528076172,72.17778015136719,2.269007444381714,cat,relu,batch_norm,cpu,0.1876182148519612,False,5.0,16.0,,,,,,GNN
351,,,0.0,{'runtime': 902},903.9854769706726,1686202701.134444,,,0.03860163001959886,,42.0,sweep_gnn:basic_pool,GCN:Sum,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.008962494426994328, 'act_first': False, 'num_layers': 5, 'hidden_channels': 16}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.03763705354464064, 'num_layers': 3}",5.0,False,,,sweep_gnn:basic_pool,GCN:Sum: 08.06.2023 07:23:16,jyei5xy7,100.94000244140624,76.02222442626953,71.08000183105469,2.9305567741394043,3.716387271881103,4.31343412399292,73.68395233154297,2.626310348510742,cat,relu,batch_norm,cpu,0.03763705354464064,False,3.0,16.0,,,,,,GNN
352,,,0.0,{'runtime': 7431},7432.399045944214,1686208650.00018,,,0.06699552944913437,,42.0,sweep_gnn:basic_pool,GCN:Mean,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.1804109939199005, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1711368782644325, 'num_layers': 4}",5.0,False,,,sweep_gnn:basic_pool,GCN:Mean: 08.06.2023 07:13:35,1rdx51t5,105.23999786376952,67.15555572509766,63.380001068115234,2.2274723052978516,12.088862419128418,10.45279026031494,64.79013061523438,9.2217435836792,cat,relu,batch_norm,cpu,0.1711368782644325,False,4.0,128.0,,,,,,GNN
353,,,0.0,{'runtime': 4508},4508.758414983749,1686205339.706149,,,0.07089574910901107,,42.0,sweep_gnn:basic_pool,GAT:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.12077018757533174, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.17581036452722645, 'num_layers': 3}",5.0,False,,,sweep_gnn:basic_pool,GAT:Max: 08.06.2023 07:07:09,mjogm7gu,107.9800033569336,64.15554809570312,59.619998931884766,4.488033771514893,6.109811782836914,6.862765789031982,61.313575744628906,6.341989040374756,cat,relu,batch_norm,cpu,0.17581036452722645,False,3.0,32.0,,,,,,GNN
354,,,0.0,{'runtime': 2050},2050.6321260929108,1686202239.272941,,,0.09005261450303145,,42.0,sweep_gnn:basic_pool,GCN:Sum,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.003186805661575476, 'act_first': False, 'num_layers': 5, 'hidden_channels': 64}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.0975718134973585, 'num_layers': 2}",5.0,False,,,sweep_gnn:basic_pool,GCN:Sum: 08.06.2023 06:56:27,255w94w4,106.04000091552734,72.35556030273438,68.23999786376953,2.747614860534668,6.800026893615723,6.852855682373047,70.39505767822266,5.737319469451904,cat,relu,batch_norm,cpu,0.0975718134973585,False,2.0,64.0,,,,,,GNN
355,,,0.0,{'runtime': 2126},2126.3428676128387,1686202309.5169227,,,0.0816313209495242,,42.0,sweep_gnn:basic_pool,GCN:Sum,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.1110628965343842, 'act_first': False, 'num_layers': 5, 'hidden_channels': 64}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1942704808655876, 'num_layers': 2}",5.0,False,,,sweep_gnn:basic_pool,GCN:Sum: 08.06.2023 04:56:22,yhxuxwej,106.44000244140624,70.86666870117188,67.63999938964844,3.326823472976685,10.742854118347168,8.18600082397461,69.46173095703125,7.259964942932129,cat,relu,batch_norm,cuda,0.1942704808655876,False,2.0,64.0,,,,,,GNN
356,,,0.0,{'runtime': 2219},2220.665189266205,1686200809.6573372,,,0.078401605144014,,42.0,sweep_gnn:basic_pool,GIN:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.16408872840607802, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.11777910022230974, 'num_layers': 2}",5.0,False,,,sweep_gnn:basic_pool,GIN:Max: 08.06.2023 06:29:47,df33e5bl,106.58000183105467,71.82221984863281,68.30000305175781,3.637054204940796,6.714716911315918,7.709654808044434,70.63455963134766,6.279403209686279,cat,relu,batch_norm,cpu,0.11777910022230974,False,2.0,32.0,,,,,,GNN
357,,,0.0,{'runtime': 2343},2343.6295001506805,1686200170.7705472,,,0.05359881964657944,,42.0,sweep_gnn:basic_pool,GCN:Sum,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.16405852332297868, 'act_first': False, 'num_layers': 5, 'hidden_channels': 64}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.16776516112848572, 'num_layers': 5}",5.0,False,,,sweep_gnn:basic_pool,GCN:Sum: 08.06.2023 04:17:06,qobe3rah,99.58000183105467,70.977783203125,67.9800033569336,2.603686571121216,8.49359130859375,7.846720218658447,68.95308685302734,5.064661026000977,cat,relu,batch_norm,cuda,0.16776516112848572,False,5.0,64.0,,,,,,GNN
358,,,0.0,{'runtime': 4109},4111.0027730464935,1686201780.7361732,,,0.04629373171847665,,42.0,sweep_gnn:basic_pool,GAT:Mean,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.12302749238519271, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.03059505236090674, 'num_layers': 2}",5.0,False,,,sweep_gnn:basic_pool,GAT:Mean: 08.06.2023 06:14:26,eb7eqyu8,101.5,61.5555534362793,57.939998626708984,3.5585482120513916,7.256589889526367,8.115015029907227,58.90370559692383,6.706933975219727,cat,relu,batch_norm,cpu,0.03059505236090674,False,2.0,128.0,,,,,,GNN
359,,,0.0,{'runtime': 2659},2659.766865968704,1686200176.139597,,,0.022186968524294047,,42.0,sweep_gnn:basic_pool,GAT:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.018591513256923965, 'act_first': False, 'num_layers': 5, 'hidden_channels': 16}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1076188115285086, 'num_layers': 2}",5.0,False,,,sweep_gnn:basic_pool,GAT:Max: 08.06.2023 06:11:55,dactse9d,94.76000213623048,75.68888854980469,69.81999969482422,3.3537063598632812,4.149147033691406,4.293754577636719,74.76542663574219,2.8409852981567383,cat,relu,batch_norm,cpu,0.1076188115285086,False,2.0,16.0,,,,,,GNN
360,,,0.0,{'runtime': 766},767.2317390441895,1686197649.961474,,,0.003647084132018735,,42.0,sweep_gnn:basic_pool,GCN:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.1489882131995834, 'act_first': False, 'num_layers': 5, 'hidden_channels': 16}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.04722591595734565, 'num_layers': 5}",5.0,False,,,sweep_gnn:basic_pool,GCN:Max: 08.06.2023 06:01:21,nzez683t,74.19999694824219,76.24444580078125,71.72000122070312,1.0101525783538818,3.4695522785186768,4.444854736328125,75.20740509033203,2.310835123062134,cat,relu,batch_norm,cpu,0.04722591595734565,False,5.0,16.0,,,,,,GNN
361,,,0.0,{'runtime': 2044},2044.3770303726196,1686197815.1448345,,,0.037415055103403566,,42.0,sweep_gnn:basic_pool,GIN:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.17827816720509093, 'act_first': False, 'num_layers': 5, 'hidden_channels': 16}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.05126233194092005, 'num_layers': 5}",5.0,False,,,sweep_gnn:basic_pool,GIN:Max: 08.06.2023 03:42:49,oo8h3aa9,101.9800033569336,72.48888397216797,67.91999816894531,3.42553448677063,4.598026752471924,5.134278774261475,70.37284851074219,3.362321376800537,cat,relu,batch_norm,cuda,0.05126233194092005,False,5.0,16.0,,,,,,GNN
362,,,0.0,{'runtime': 2204},2205.205682039261,1686197501.645441,,,0.08731872580044366,,42.0,sweep_gnn:basic_pool,GCN:Mean,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.13131720544104164, 'act_first': False, 'num_layers': 5, 'hidden_channels': 64}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.05953347655209238, 'num_layers': 5}",5.0,False,,,sweep_gnn:basic_pool,GCN:Mean: 08.06.2023 05:34:55,9yrgbf6g,104.9800033569336,71.15555572509766,66.05999755859375,2.0151467323303223,9.236294746398926,6.98514461517334,67.64197540283203,6.95606803894043,cat,relu,batch_norm,cpu,0.05953347655209238,False,5.0,64.0,,,,,,GNN
363,,,0.0,{'runtime': 1919},1920.8212842941284,1686196868.8674922,,,0.07784775344426792,,42.0,sweep_gnn:basic_pool,GAT:Sum,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.09994478038361886, 'act_first': False, 'num_layers': 5, 'hidden_channels': 16}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.11303739308039563, 'num_layers': 4}",5.0,False,,,sweep_gnn:basic_pool,GAT:Sum: 08.06.2023 05:29:06,lyhhu95l,109.63999938964844,68.75555419921875,63.720001220703125,5.189313888549805,6.046931743621826,6.331134796142578,64.59259033203125,4.8408122062683105,cat,relu,batch_norm,cpu,0.11303739308039563,False,4.0,16.0,,,,,,GNN
364,,,0.0,{'runtime': 4865},4866.290343046188,1686198566.59233,,,0.03913323972301568,,42.0,sweep_gnn:basic_pool,GCN:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.03457980756565842, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.020740176566811264, 'num_layers': 2}",5.0,False,,,sweep_gnn:basic_pool,GCN:Max: 08.06.2023 05:08:18,b4cs10as,100.4000015258789,74.28888702392578,69.22000122070312,2.8066976070404053,5.406200885772705,4.986880779266357,71.72098541259766,3.7628116607666016,cat,relu,batch_norm,cpu,0.020740176566811264,False,2.0,128.0,,,,,,GNN
365,,,0.0,{'runtime': 1660},1661.437066078186,1686195282.1943932,,,0.07325779385274724,,42.0,sweep_gnn:basic_pool,GCN:Sum,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.14479166141168195, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.03028816269328236, 'num_layers': 2}",5.0,False,,,sweep_gnn:basic_pool,GCN:Sum: 08.06.2023 05:06:59,8be0a9p0,106.45999908447266,75.62222290039062,70.18000030517578,3.1507043838500977,3.5380091667175293,4.35041618347168,72.95555877685547,2.142754077911377,cat,relu,batch_norm,cpu,0.03028816269328236,False,2.0,32.0,,,,,,GNN
366,,,0.0,{'runtime': 2501},2502.1642780303955,1686195755.678656,,,0.022014877715649025,,42.0,sweep_gnn:basic_pool,GAT:Mean,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.0537906447996978, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.0409441265700518, 'num_layers': 3}",5.0,False,,,sweep_gnn:basic_pool,GAT:Mean: 08.06.2023 03:00:52,7zg2jdsp,95.33999633789062,75.06666564941406,70.05999755859375,3.3049745559692383,4.2125444412231445,4.591073989868164,73.28148651123047,2.9190807342529297,cat,relu,batch_norm,cuda,0.0409441265700518,False,3.0,32.0,,,,,,GNN
